SEASON YEAR,WEEK,TEST ID,BLOCK,TRAP,TRAP_TYPE,TEST DATE,NUMBER OF MOSQUITOES,RESULT,SPECIES,LATITUDE,LONGITUDE,LOCATION
2022,23,53430,91XX W HIGGINS RD,T009,GRAVID,6/10/22 00:06,5,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,23,47757,91XX W HIGGINS RD,T009,GRAVID,6/12/19 00:06,1,negative,CULEX TERRITANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,23,47756,91XX W HIGGINS RD,T009,GRAVID,6/12/19 00:06,7,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,23,47755,91XX W HIGGINS RD,T009,GRAVID,6/12/19 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,24,50034,91XX W HIGGINS RD,T009,GRAVID,6/12/20 00:06,11,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,24,50035,91XX W HIGGINS RD,T009,GRAVID,6/12/20 00:06,6,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,35,51362,91XX W HIGGINS RD,T009,GRAVID,8/27/20 00:08,50,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,35,51363,91XX W HIGGINS RD,T009,GRAVID,8/27/20 00:08,9,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,24,47897,91XX W HIGGINS RD,T009,GRAVID,6/13/19 00:06,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,24,47896,91XX W HIGGINS RD,T009,GRAVID,6/13/19 00:06,25,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,24,47899,91XX W HIGGINS RD,T009,GRAVID,6/13/19 00:06,48,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,24,47898,91XX W HIGGINS RD,T009,GRAVID,6/13/19 00:06,20,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,25,50146,91XX W HIGGINS RD,T009,GRAVID,6/18/20 00:06,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,25,50147,91XX W HIGGINS RD,T009,GRAVID,6/18/20 00:06,4,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,25,48062,91XX W HIGGINS RD,T009,GRAVID,6/20/19 00:06,8,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,25,48063,91XX W HIGGINS RD,T009,GRAVID,6/20/19 00:06,10,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,23,51826,91XX W HIGGINS RD,T009,GRAVID,6/10/21 00:06,43,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,23,51827,91XX W HIGGINS RD,T009,GRAVID,6/10/21 00:06,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,26,50255,91XX W HIGGINS RD,T009,GRAVID,6/25/20 00:06,8,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,26,48202,91XX W HIGGINS RD,T009,GRAVID,6/27/19 00:06,21,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,26,48201,91XX W HIGGINS RD,T009,GRAVID,6/27/19 00:06,10,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,26,50256,91XX W HIGGINS RD,T009,GRAVID,6/25/20 00:06,3,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,36,51481,91XX W HIGGINS RD,T009,GRAVID,9/3/20 00:09,10,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,36,51482,91XX W HIGGINS RD,T009,GRAVID,9/3/20 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,33,52901,91XX W HIGGINS RD,T009,GRAVID,8/19/21 00:08,23,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,27,50369,91XX W HIGGINS RD,T009,GRAVID,7/2/20 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,28,48452,91XX W HIGGINS RD,T009,GRAVID,7/11/19 00:07,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,27,50370,91XX W HIGGINS RD,T009,GRAVID,7/2/20 00:07,6,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,29,48600,91XX W HIGGINS RD,T009,GRAVID,7/18/19 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,29,48601,91XX W HIGGINS RD,T009,GRAVID,7/18/19 00:07,1,negative,CULEX TERRITANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,37,51575,91XX W HIGGINS RD,T009,GRAVID,9/10/20 00:09,5,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,37,51576,91XX W HIGGINS RD,T009,GRAVID,9/10/20 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,24,51932,91XX W HIGGINS RD,T009,GRAVID,6/17/21 00:06,32,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,33,52902,91XX W HIGGINS RD,T009,GRAVID,8/19/21 00:08,1,negative,CULEX TERRITANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,30,48726,91XX W HIGGINS RD,T009,GRAVID,7/25/19 00:07,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,28,50479,91XX W HIGGINS RD,T009,GRAVID,7/14/20 00:07,4,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,28,50478,91XX W HIGGINS RD,T009,GRAVID,7/14/20 00:07,8,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,38,51632,91XX W HIGGINS RD,T009,GRAVID,9/17/20 00:09,42,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,38,51633,91XX W HIGGINS RD,T009,GRAVID,9/17/20 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,32,48976,91XX W HIGGINS RD,T009,GRAVID,8/8/19 00:08,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,29,50595,91XX W HIGGINS RD,T009,GRAVID,7/16/20 00:07,15,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,29,50596,91XX W HIGGINS RD,T009,GRAVID,7/16/20 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,29,50597,91XX W HIGGINS RD,T009,GRAVID,7/16/20 00:07,24,positive,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,24,51933,91XX W HIGGINS RD,T009,GRAVID,6/17/21 00:06,7,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,33,49109,91XX W HIGGINS RD,T009,GRAVID,8/15/19 00:08,6,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,33,49110,91XX W HIGGINS RD,T009,GRAVID,8/15/19 00:08,4,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,39,51701,91XX W HIGGINS RD,T009,GRAVID,9/24/20 00:09,12,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,39,51702,91XX W HIGGINS RD,T009,GRAVID,9/24/20 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,34,49273,91XX W HIGGINS RD,T009,GRAVID,8/22/19 00:08,4,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,34,49274,91XX W HIGGINS RD,T009,GRAVID,8/22/19 00:08,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,30,50733,91XX W HIGGINS RD,T009,GRAVID,7/23/20 00:07,12,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,30,50731,91XX W HIGGINS RD,T009,GRAVID,7/23/20 00:07,46,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,30,50732,91XX W HIGGINS RD,T009,GRAVID,7/23/20 00:07,39,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,35,49413,91XX W HIGGINS RD,T009,GRAVID,8/29/19 00:08,48,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,35,49414,91XX W HIGGINS RD,T009,GRAVID,8/29/19 00:08,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,25,52036,91XX W HIGGINS RD,T009,GRAVID,6/24/21 00:06,4,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,36,49548,91XX W HIGGINS RD,T009,GRAVID,9/5/19 00:09,4,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50843,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50842,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50844,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50847,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,2,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50845,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,24,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50841,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,31,50846,91XX W HIGGINS RD,T009,GRAVID,7/30/20 00:07,33,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,37,49659,91XX W HIGGINS RD,T009,GRAVID,9/12/19 00:09,29,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,37,49658,91XX W HIGGINS RD,T009,GRAVID,9/12/19 00:09,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,37,49657,91XX W HIGGINS RD,T009,GRAVID,9/12/19 00:09,50,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,26,52095,91XX W HIGGINS RD,T009,GRAVID,7/1/21 00:07,35,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,38,49801,91XX W HIGGINS RD,T009,GRAVID,9/19/19 00:09,11,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,32,50973,91XX W HIGGINS RD,T009,GRAVID,8/6/20 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,34,53003,91XX W HIGGINS RD,T009,GRAVID,8/26/21 00:08,48,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,39,49923,91XX W HIGGINS RD,T009,GRAVID,9/26/19 00:09,4,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2019,39,49922,91XX W HIGGINS RD,T009,GRAVID,9/26/19 00:09,39,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,33,51090,91XX W HIGGINS RD,T009,GRAVID,8/13/20 00:08,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,33,51089,91XX W HIGGINS RD,T009,GRAVID,8/13/20 00:08,20,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,24,53497,91XX W HIGGINS RD,T009,GRAVID,6/17/22 00:06,38,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,27,52147,91XX W HIGGINS RD,T009,GRAVID,7/8/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,27,52148,91XX W HIGGINS RD,T009,GRAVID,7/8/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,27,52149,91XX W HIGGINS RD,T009,GRAVID,7/8/21 00:07,43,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,34,51223,91XX W HIGGINS RD,T009,GRAVID,8/20/20 00:08,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,34,51224,91XX W HIGGINS RD,T009,GRAVID,8/20/20 00:08,44,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2020,34,51225,91XX W HIGGINS RD,T009,GRAVID,8/20/20 00:08,4,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,35,53084,91XX W HIGGINS RD,T009,GRAVID,9/2/21 00:09,1,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,24,53496,91XX W HIGGINS RD,T009,GRAVID,6/17/22 00:06,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52263,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52260,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52261,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52262,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52266,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,2,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52264,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,28,52265,91XX W HIGGINS RD,T009,GRAVID,7/15/21 00:07,42,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,25,53585,91XX W HIGGINS RD,T009,GRAVID,6/23/22 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,29,52403,91XX W HIGGINS RD,T009,GRAVID,7/22/21 00:07,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,29,52402,91XX W HIGGINS RD,T009,GRAVID,7/22/21 00:07,19,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,30,52534,91XX W HIGGINS RD,T009,GRAVID,7/29/21 00:07,43,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,37,53218,91XX W HIGGINS RD,T009,GRAVID,9/16/21 00:09,41,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,37,53219,91XX W HIGGINS RD,T009,GRAVID,9/16/21 00:09,12,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,26,53635,91XX W HIGGINS RD,T009,GRAVID,6/30/22 00:06,17,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,31,52641,91XX W HIGGINS RD,T009,GRAVID,8/5/21 00:08,37,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,31,52642,91XX W HIGGINS RD,T009,GRAVID,8/5/21 00:08,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,38,53303,91XX W HIGGINS RD,T009,GRAVID,9/23/21 00:09,6,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,32,52785,91XX W HIGGINS RD,T009,GRAVID,8/12/21 00:08,35,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2021,39,53366,91XX W HIGGINS RD,T009,GRAVID,9/30/21 00:09,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,29,53789,91XX W HIGGINS RD,T009,GRAVID,7/21/22 00:07,1,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,30,53859,91XX W HIGGINS RD,T009,GRAVID,7/28/22 00:07,11,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,31,53910,91XX W HIGGINS RD,T009,GRAVID,8/4/22 00:08,23,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,31,53909,91XX W HIGGINS RD,T009,GRAVID,8/4/22 00:08,61,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,32,53988,91XX W HIGGINS RD,T009,GRAVID,8/11/22 00:08,30,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,33,54056,91XX W HIGGINS RD,T009,GRAVID,8/18/22 00:08,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,34,54124,91XX W HIGGINS RD,T009,GRAVID,8/25/22 00:08,27,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,35,54182,91XX W HIGGINS RD,T009,GRAVID,9/1/22 00:09,50,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,35,54183,91XX W HIGGINS RD,T009,GRAVID,9/1/22 00:09,22,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,32,47020,91XX W HIGGINS RD,T009,GRAVID,8/9/18 00:08,8,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,33,47141,91XX W HIGGINS RD,T009,GRAVID,8/16/18 00:08,22,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,34,47276,91XX W HIGGINS RD,T009,GRAVID,8/23/18 00:08,1,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,39,47692,91XX W HIGGINS RD,T009,GRAVID,9/27/18 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,29,46646,91XX W HIGGINS RD,T009,GRAVID,7/19/18 00:07,3,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,25,46238,91XX W HIGGINS RD,T009,GRAVID,6/21/18 00:06,2,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,29,46647,91XX W HIGGINS RD,T009,GRAVID,7/19/18 00:07,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,36,47471,91XX W HIGGINS RD,T009,GRAVID,9/6/18 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,31,46976,91XX W HIGGINS RD,T009,GRAVID,8/2/18 00:08,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,31,46975,91XX W HIGGINS RD,T009,GRAVID,8/2/18 00:08,6,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,39,47691,91XX W HIGGINS RD,T009,GRAVID,9/27/18 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,24,46145,91XX W HIGGINS RD,T009,GRAVID,6/14/18 00:06,3,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,28,46518,91XX W HIGGINS RD,T009,GRAVID,7/12/18 00:07,9,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,32,47019,91XX W HIGGINS RD,T009,GRAVID,8/9/18 00:08,23,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,35,47384,91XX W HIGGINS RD,T009,GRAVID,8/30/18 00:08,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,30,46765,91XX W HIGGINS RD,T009,GRAVID,7/26/18 00:07,2,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,36,47470,91XX W HIGGINS RD,T009,GRAVID,9/6/18 00:09,5,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,33,47142,91XX W HIGGINS RD,T009,GRAVID,8/16/18 00:08,18,positive,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,38,47612,91XX W HIGGINS RD,T009,GRAVID,9/20/18 00:09,1,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,28,46519,91XX W HIGGINS RD,T009,GRAVID,7/12/18 00:07,25,positive,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,38,47611,91XX W HIGGINS RD,T009,GRAVID,9/20/18 00:09,2,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,35,47383,91XX W HIGGINS RD,T009,GRAVID,8/30/18 00:08,2,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2018,26,46349,91XX W HIGGINS RD,T009,GRAVID,6/28/18 00:06,5,negative,CULEX RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,36,54238,91XX W HIGGINS RD,T009,GRAVID,9/8/22 00:09,14,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,37,54297,91XX W HIGGINS RD,T009,GRAVID,9/15/22 00:09,19,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2022,40,54426,91XX W HIGGINS RD,T009,GRAVID,10/6/22 00:10,5,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,23,54451,91XX W HIGGINS RD,T009,GRAVID,6/8/23 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,24,54517,91XX W HIGGINS RD,T009,GRAVID,6/15/23 00:06,23,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,25,54591,91XX W HIGGINS RD,T009,GRAVID,6/22/23 00:06,6,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,32,55106,91XX W HIGGINS RD,T009,GRAVID,8/10/23 00:08,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,32,55107,91XX W HIGGINS RD,T009,GRAVID,8/10/23 00:08,50,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,26,54646,91XX W HIGGINS RD,T009,GRAVID,6/29/23 00:06,27,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,32,55104,91XX W HIGGINS RD,T009,GRAVID,8/10/23 00:08,50,positive,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
2023,32,55105,91XX W HIGGINS RD,T009,GRAVID,8/10/23 00:08,50,negative,CULEX PIPIENS/RESTUANS,41.9885864,-87.85447335,"(41.988586396324166, -87.85447335120561)"
